nohup: ignoring input
2019120
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-04-16-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-16-01-00' AND key like '%/2019/04/30/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-16-01-00' AND key like '%/2019/04/30/%''. Waiting 15 seconds
Successfully retrieved 9593 objects with key filter %/2019/04/30/%
2023-04-18 17:10:07.867732
Time: 2023-04-18 17:10:07.969491 - 9593 granules remaining
Time: 2023-04-18 17:11:08.029474 - 9553 granules remaining
Time: 2023-04-18 17:12:08.086225 - 9553 granules remaining
Time: 2023-04-18 17:13:08.146188 - 9513 granules remaining
Time: 2023-04-18 17:14:08.210492 - 9473 granules remaining
Time: 2023-04-18 17:15:08.270180 - 9471 granules remaining
Time: 2023-04-18 17:16:08.330199 - 9433 granules remaining
Time: 2023-04-18 17:17:08.390184 - 9393 granules remaining
Time: 2023-04-18 17:18:08.450175 - 9380 granules remaining
Time: 2023-04-18 17:19:08.510597 - 9353 granules remaining
Time: 2023-04-18 17:20:08.570176 - 9313 granules remaining
Time: 2023-04-18 17:21:08.630187 - 9278 granules remaining
Time: 2023-04-18 17:22:08.690179 - 9273 granules remaining
Time: 2023-04-18 17:23:08.750188 - 9233 granules remaining
Time: 2023-04-18 17:24:08.810175 - 9195 granules remaining
Time: 2023-04-18 17:25:08.870175 - 9190 granules remaining
Time: 2023-04-18 17:26:08.930173 - 9153 granules remaining
Time: 2023-04-18 17:27:08.990208 - 9113 granules remaining
Time: 2023-04-18 17:28:09.050169 - 9092 granules remaining
Time: 2023-04-18 17:29:09.110176 - 9072 granules remaining
Time: 2023-04-18 17:30:09.170193 - 9033 granules remaining
Time: 2023-04-18 17:31:09.230174 - 8995 granules remaining
Time: 2023-04-18 17:32:09.290170 - 8987 granules remaining
Time: 2023-04-18 17:33:09.350213 - 8953 granules remaining
Time: 2023-04-18 17:34:09.410175 - 8913 granules remaining
Time: 2023-04-18 17:35:09.470181 - 8883 granules remaining
Time: 2023-04-18 17:36:09.530178 - 8871 granules remaining
Time: 2023-04-18 17:37:09.590173 - 8833 granules remaining
Time: 2023-04-18 17:38:09.650182 - 8794 granules remaining
Time: 2023-04-18 17:39:09.710177 - 8780 granules remaining
Time: 2023-04-18 17:40:09.770178 - 8753 granules remaining
Time: 2023-04-18 17:41:09.830239 - 8713 granules remaining
Time: 2023-04-18 17:42:09.890174 - 8681 granules remaining
Time: 2023-04-18 17:43:09.950175 - 8667 granules remaining
Time: 2023-04-18 17:44:10.010182 - 8633 granules remaining
Time: 2023-04-18 17:45:10.070180 - 8599 granules remaining
Time: 2023-04-18 17:46:10.130171 - 8578 granules remaining
Time: 2023-04-18 17:47:10.190180 - 8552 granules remaining
Time: 2023-04-18 17:48:10.250171 - 8513 granules remaining
Time: 2023-04-18 17:49:10.310170 - 8481 granules remaining
Time: 2023-04-18 17:50:10.370170 - 8463 granules remaining
Time: 2023-04-18 17:51:10.430161 - 8433 granules remaining
Time: 2023-04-18 17:52:10.490178 - 8398 granules remaining
Time: 2023-04-18 17:53:10.550218 - 8377 granules remaining
Time: 2023-04-18 17:54:10.610344 - 8352 granules remaining
Time: 2023-04-18 17:55:10.670178 - 8313 granules remaining
Time: 2023-04-18 17:56:10.730179 - 8292 granules remaining
Time: 2023-04-18 17:57:10.790173 - 8267 granules remaining
Time: 2023-04-18 17:58:10.850179 - 8233 granules remaining
Time: 2023-04-18 17:59:10.910422 - 8210 granules remaining
Time: 2023-04-18 18:00:10.970350 - 8183 granules remaining
Time: 2023-04-18 18:01:11.030183 - 8153 granules remaining
Time: 2023-04-18 18:02:11.090170 - 8118 granules remaining
Time: 2023-04-18 18:03:11.150175 - 8095 granules remaining
Time: 2023-04-18 18:04:11.210176 - 8071 granules remaining
Time: 2023-04-18 18:05:11.270185 - 8033 granules remaining
Time: 2023-04-18 18:06:11.330176 - 8002 granules remaining
Time: 2023-04-18 18:07:11.390167 - 7982 granules remaining
Time: 2023-04-18 18:08:11.450179 - 7953 granules remaining
Time: 2023-04-18 18:09:11.510192 - 7920 granules remaining
Time: 2023-04-18 18:10:11.570189 - 7898 granules remaining
Time: 2023-04-18 18:11:11.630189 - 7871 granules remaining
Time: 2023-04-18 18:12:11.690171 - 7835 granules remaining
Time: 2023-04-18 18:13:11.750175 - 7812 granules remaining
Time: 2023-04-18 18:14:11.810180 - 7786 granules remaining
Time: 2023-04-18 18:15:11.870163 - 7753 granules remaining
Time: 2023-04-18 18:16:11.930171 - 7730 granules remaining
Time: 2023-04-18 18:17:11.990177 - 7700 granules remaining
Time: 2023-04-18 18:18:12.051124 - 7673 granules remaining
Time: 2023-04-18 18:19:12.110199 - 7647 granules remaining
Time: 2023-04-18 18:20:12.170177 - 7616 granules remaining
Time: 2023-04-18 18:21:12.230171 - 7588 granules remaining
Time: 2023-04-18 18:22:12.290311 - 7558 granules remaining
Time: 2023-04-18 18:23:12.350207 - 7535 granules remaining
Time: 2023-04-18 18:24:12.410420 - 7508 granules remaining
Time: 2023-04-18 18:25:12.470176 - 7477 granules remaining
Time: 2023-04-18 18:26:12.530226 - 7449 granules remaining
Time: 2023-04-18 18:27:12.590178 - 7422 granules remaining
Time: 2023-04-18 18:28:12.651242 - 7393 granules remaining
Time: 2023-04-18 18:29:12.710174 - 7363 granules remaining
Time: 2023-04-18 18:30:12.770175 - 7337 granules remaining
Time: 2023-04-18 18:31:12.830186 - 7310 granules remaining
Time: 2023-04-18 18:32:12.890177 - 7277 granules remaining
Time: 2023-04-18 18:33:12.950174 - 7251 granules remaining
Time: 2023-04-18 18:34:13.010173 - 7227 granules remaining
Time: 2023-04-18 18:35:13.072758 - 7194 granules remaining
Time: 2023-04-18 18:36:13.130716 - 7161 granules remaining
Time: 2023-04-18 18:37:13.190174 - 7139 granules remaining
Time: 2023-04-18 18:38:13.250179 - 7111 granules remaining
Time: 2023-04-18 18:39:13.310188 - 7079 granules remaining
Time: 2023-04-18 18:40:13.370234 - 7052 granules remaining
Time: 2023-04-18 18:41:13.430172 - 7028 granules remaining
Time: 2023-04-18 18:42:13.490187 - 6994 granules remaining
Time: 2023-04-18 18:43:13.550174 - 6965 granules remaining
Time: 2023-04-18 18:44:13.610177 - 6942 granules remaining
Time: 2023-04-18 18:45:13.670167 - 6913 granules remaining
Time: 2023-04-18 18:46:13.730176 - 6879 granules remaining
Time: 2023-04-18 18:47:13.790169 - 6852 granules remaining
Time: 2023-04-18 18:48:13.850175 - 6830 granules remaining
Time: 2023-04-18 18:49:13.910178 - 6795 granules remaining
Time: 2023-04-18 18:50:13.970170 - 6768 granules remaining
Time: 2023-04-18 18:51:14.030178 - 6744 granules remaining
Time: 2023-04-18 18:52:14.090170 - 6712 granules remaining
Time: 2023-04-18 18:53:14.150241 - 6680 granules remaining
Time: 2023-04-18 18:54:14.210173 - 6658 granules remaining
Time: 2023-04-18 18:55:14.270220 - 6630 granules remaining
Time: 2023-04-18 18:56:14.330173 - 6598 granules remaining
Time: 2023-04-18 18:57:14.390189 - 6570 granules remaining
Time: 2023-04-18 18:58:14.450177 - 6543 granules remaining
Time: 2023-04-18 18:59:14.510179 - 6513 granules remaining
Time: 2023-04-18 19:00:14.570184 - 6482 granules remaining
Time: 2023-04-18 19:01:14.630187 - 6458 granules remaining
Time: 2023-04-18 19:02:14.690187 - 6429 granules remaining
Time: 2023-04-18 19:03:14.750175 - 6400 granules remaining
Time: 2023-04-18 19:04:14.810185 - 6376 granules remaining
Time: 2023-04-18 19:05:14.870180 - 6349 granules remaining
Time: 2023-04-18 19:06:14.930173 - 6316 granules remaining
Time: 2023-04-18 19:07:14.990177 - 6288 granules remaining
Time: 2023-04-18 19:08:15.050174 - 6266 granules remaining
Time: 2023-04-18 19:09:15.110170 - 6234 granules remaining
Time: 2023-04-18 19:10:15.170180 - 6204 granules remaining
Time: 2023-04-18 19:11:15.230181 - 6178 granules remaining
Time: 2023-04-18 19:12:15.290171 - 6149 granules remaining
Time: 2023-04-18 19:13:15.350192 - 6117 granules remaining
Time: 2023-04-18 19:14:15.410178 - 6089 granules remaining
Time: 2023-04-18 19:15:15.470181 - 6063 granules remaining
Time: 2023-04-18 19:16:15.530170 - 6034 granules remaining
Time: 2023-04-18 19:17:15.591047 - 6001 granules remaining
Time: 2023-04-18 19:18:15.650182 - 5972 granules remaining
Time: 2023-04-18 19:19:15.710188 - 5948 granules remaining
Time: 2023-04-18 19:20:15.770173 - 5915 granules remaining
Time: 2023-04-18 19:21:15.831689 - 5885 granules remaining
Time: 2023-04-18 19:22:15.890172 - 5865 granules remaining
Time: 2023-04-18 19:23:15.950194 - 5834 granules remaining
Time: 2023-04-18 19:24:16.010177 - 5803 granules remaining
