nohup: ignoring input
2019059
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-04-24-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-24-01-00' AND key like '%/2019/02/28/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-24-01-00' AND key like '%/2019/02/28/%''. Waiting 15 seconds
Successfully retrieved 8228 objects with key filter %/2019/02/28/%
2023-04-26 14:32:46.335958
Time: 2023-04-26 14:32:46.417336 - 8228 granules remaining
Time: 2023-04-26 14:33:46.475398 - 8188 granules remaining
Time: 2023-04-26 14:34:46.534217 - 8173 granules remaining
Time: 2023-04-26 14:35:46.594192 - 8148 granules remaining
Time: 2023-04-26 14:36:46.654189 - 8108 granules remaining
Time: 2023-04-26 14:37:46.714181 - 8068 granules remaining
Time: 2023-04-26 14:38:46.774303 - 8068 granules remaining
Time: 2023-04-26 14:39:46.834176 - 8028 granules remaining
Time: 2023-04-26 14:40:46.894172 - 7988 granules remaining
Time: 2023-04-26 14:41:46.954180 - 7979 granules remaining
Time: 2023-04-26 14:42:47.014180 - 7948 granules remaining
Time: 2023-04-26 14:43:47.074172 - 7908 granules remaining
Time: 2023-04-26 14:44:47.134178 - 7872 granules remaining
Time: 2023-04-26 14:45:47.195259 - 7868 granules remaining
Time: 2023-04-26 14:46:47.254172 - 7828 granules remaining
Time: 2023-04-26 14:47:47.317427 - 7791 granules remaining
Time: 2023-04-26 14:48:47.375486 - 7788 granules remaining
Time: 2023-04-26 14:49:47.435120 - 7748 granules remaining
Time: 2023-04-26 14:50:47.494175 - 7710 granules remaining
Time: 2023-04-26 14:51:47.554178 - 7697 granules remaining
Time: 2023-04-26 14:52:47.614183 - 7668 granules remaining
Time: 2023-04-26 14:53:47.674174 - 7628 granules remaining
Time: 2023-04-26 14:54:47.734200 - 7607 granules remaining
Time: 2023-04-26 14:55:47.794176 - 7588 granules remaining
Time: 2023-04-26 14:56:47.854181 - 7548 granules remaining
Time: 2023-04-26 14:57:47.914187 - 7522 granules remaining
Time: 2023-04-26 14:58:47.974176 - 7508 granules remaining
Time: 2023-04-26 14:59:48.034170 - 7468 granules remaining
Time: 2023-04-26 15:00:48.094166 - 7432 granules remaining
Time: 2023-04-26 15:01:48.154180 - 7418 granules remaining
Time: 2023-04-26 15:02:48.214179 - 7388 granules remaining
Time: 2023-04-26 15:03:48.274174 - 7350 granules remaining
Time: 2023-04-26 15:04:48.334173 - 7329 granules remaining
Time: 2023-04-26 15:05:48.394173 - 7308 granules remaining
Time: 2023-04-26 15:06:48.454198 - 7270 granules remaining
Time: 2023-04-26 15:07:48.514176 - 7246 granules remaining
Time: 2023-04-26 15:08:48.574180 - 7228 granules remaining
Time: 2023-04-26 15:09:48.634176 - 7188 granules remaining
Time: 2023-04-26 15:10:48.694172 - 7157 granules remaining
Time: 2023-04-26 15:11:48.754191 - 7137 granules remaining
Time: 2023-04-26 15:12:48.815611 - 7108 granules remaining
Time: 2023-04-26 15:13:48.874186 - 7069 granules remaining
Time: 2023-04-26 15:14:48.934177 - 7044 granules remaining
