nohup: ignoring input
2019212
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-04-08-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-08-01-00' AND key like '%/2019/07/31/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-08-01-00' AND key like '%/2019/07/31/%''. Waiting 15 seconds
Successfully retrieved 9215 objects with key filter %/2019/07/31/%
2023-04-10 16:41:34.803446
Time: 2023-04-10 16:41:37.784863 - 9215 granules remaining
Time: 2023-04-10 16:42:37.842177 - 9215 granules remaining
Time: 2023-04-10 16:43:37.902187 - 9175 granules remaining
Time: 2023-04-10 16:44:37.962172 - 9135 granules remaining
Time: 2023-04-10 16:45:38.022178 - 9123 granules remaining
Time: 2023-04-10 16:46:38.082190 - 9095 granules remaining
Time: 2023-04-10 16:47:38.142201 - 9055 granules remaining
Time: 2023-04-10 16:48:38.202172 - 9015 granules remaining
Time: 2023-04-10 16:49:38.262183 - 9012 granules remaining
Time: 2023-04-10 16:50:38.323307 - 8975 granules remaining
Time: 2023-04-10 16:51:38.382173 - 8935 granules remaining
Time: 2023-04-10 16:52:38.442172 - 8904 granules remaining
Time: 2023-04-10 16:53:38.502192 - 8893 granules remaining
Time: 2023-04-10 16:54:38.562180 - 8855 granules remaining
Time: 2023-04-10 16:55:38.624274 - 8816 granules remaining
Time: 2023-04-10 16:56:38.682170 - 8804 granules remaining
Time: 2023-04-10 16:57:38.742177 - 8775 granules remaining
Time: 2023-04-10 16:58:38.802181 - 8735 granules remaining
Time: 2023-04-10 16:59:38.862183 - 8712 granules remaining
Time: 2023-04-10 17:00:38.922172 - 8695 granules remaining
Time: 2023-04-10 17:01:38.982177 - 8655 granules remaining
Time: 2023-04-10 17:02:39.044677 - 8621 granules remaining
Time: 2023-04-10 17:03:39.102174 - 8609 granules remaining
Time: 2023-04-10 17:04:39.162177 - 8575 granules remaining
Time: 2023-04-10 17:05:39.222181 - 8538 granules remaining
Time: 2023-04-10 17:06:39.282169 - 8522 granules remaining
Time: 2023-04-10 17:07:39.342177 - 8495 granules remaining
Time: 2023-04-10 17:08:39.402196 - 8455 granules remaining
Time: 2023-04-10 17:09:39.462203 - 8424 granules remaining
Time: 2023-04-10 17:10:39.522173 - 8409 granules remaining
Time: 2023-04-10 17:11:39.582227 - 8375 granules remaining
Time: 2023-04-10 17:12:39.642194 - 8336 granules remaining
Time: 2023-04-10 17:13:39.702186 - 8318 granules remaining
Time: 2023-04-10 17:14:39.762176 - 8295 granules remaining
Time: 2023-04-10 17:15:39.822174 - 8255 granules remaining
Time: 2023-04-10 17:16:39.882187 - 8236 granules remaining
Time: 2023-04-10 17:17:39.942175 - 8209 granules remaining
Time: 2023-04-10 17:18:40.002177 - 8175 granules remaining
Time: 2023-04-10 17:19:40.062196 - 8141 granules remaining
Time: 2023-04-10 17:20:40.122177 - 8125 granules remaining
Time: 2023-04-10 17:21:40.182179 - 8094 granules remaining
Time: 2023-04-10 17:22:40.242193 - 8055 granules remaining
Time: 2023-04-10 17:23:40.302171 - 8038 granules remaining
Time: 2023-04-10 17:24:40.362173 - 8011 granules remaining
Time: 2023-04-10 17:25:40.422189 - 7975 granules remaining
Time: 2023-04-10 17:26:40.482175 - 7946 granules remaining
Time: 2023-04-10 17:27:40.542190 - 7928 granules remaining
Time: 2023-04-10 17:28:40.602191 - 7895 granules remaining
Time: 2023-04-10 17:29:40.662174 - 7860 granules remaining
Time: 2023-04-10 17:30:40.724247 - 7843 granules remaining
Time: 2023-04-10 17:31:40.784375 - 7815 granules remaining
Time: 2023-04-10 17:32:40.842179 - 7775 granules remaining
Time: 2023-04-10 17:33:40.903262 - 7761 granules remaining
Time: 2023-04-10 17:34:40.962189 - 7730 granules remaining
Time: 2023-04-10 17:35:41.022192 - 7695 granules remaining
Time: 2023-04-10 17:36:41.082176 - 7664 granules remaining
Time: 2023-04-10 17:37:41.142191 - 7646 granules remaining
Time: 2023-04-10 17:38:41.204412 - 7615 granules remaining
Time: 2023-04-10 17:39:41.262191 - 7580 granules remaining
Time: 2023-04-10 17:40:41.322185 - 7562 granules remaining
Time: 2023-04-10 17:41:41.382182 - 7531 granules remaining
Time: 2023-04-10 17:42:41.442176 - 7496 granules remaining
Time: 2023-04-10 17:43:41.502175 - 7477 granules remaining
Time: 2023-04-10 17:44:41.562175 - 7449 granules remaining
Time: 2023-04-10 17:45:41.622169 - 7415 granules remaining
Time: 2023-04-10 17:46:41.682171 - 7389 granules remaining
Time: 2023-04-10 17:47:41.742172 - 7367 granules remaining
Time: 2023-04-10 17:48:41.802184 - 7333 granules remaining
Time: 2023-04-10 17:49:41.862168 - 7297 granules remaining
Time: 2023-04-10 17:50:41.922286 - 7281 granules remaining
Time: 2023-04-10 17:51:41.982175 - 7248 granules remaining
Time: 2023-04-10 17:52:42.042272 - 7215 granules remaining
Time: 2023-04-10 17:53:42.102172 - 7193 granules remaining
Time: 2023-04-10 17:54:42.162168 - 7166 granules remaining
Time: 2023-04-10 17:55:42.222170 - 7133 granules remaining
Time: 2023-04-10 17:56:42.282182 - 7098 granules remaining
Time: 2023-04-10 17:57:42.342172 - 7083 granules remaining
Time: 2023-04-10 17:58:42.402179 - 7050 granules remaining
Time: 2023-04-10 17:59:42.462205 - 7015 granules remaining
Time: 2023-04-10 18:00:42.522181 - 6993 granules remaining
Time: 2023-04-10 18:01:42.582171 - 6965 granules remaining
Time: 2023-04-10 18:02:42.642178 - 6934 granules remaining
Time: 2023-04-10 18:03:42.702245 - 6897 granules remaining
Time: 2023-04-10 18:04:42.762184 - 6879 granules remaining
Time: 2023-04-10 18:05:42.822178 - 6849 granules remaining
Time: 2023-04-10 18:06:42.882177 - 6815 granules remaining
Time: 2023-04-10 18:07:42.942181 - 6788 granules remaining
Time: 2023-04-10 18:08:43.002178 - 6763 granules remaining
Time: 2023-04-10 18:09:43.062174 - 6732 granules remaining
Time: 2023-04-10 18:10:43.122183 - 6698 granules remaining
Time: 2023-04-10 18:11:43.182170 - 6676 granules remaining
Time: 2023-04-10 18:12:43.242176 - 6648 granules remaining
Time: 2023-04-10 18:13:43.302175 - 6615 granules remaining
Time: 2023-04-10 18:14:43.362183 - 6588 granules remaining
Time: 2023-04-10 18:15:43.422193 - 6564 granules remaining
Time: 2023-04-10 18:16:43.482176 - 6535 granules remaining
Time: 2023-04-10 18:17:43.542183 - 6502 granules remaining
Time: 2023-04-10 18:18:43.602174 - 6477 granules remaining
Time: 2023-04-10 18:19:43.662175 - 6451 granules remaining
Time: 2023-04-10 18:20:43.722191 - 6416 granules remaining
Time: 2023-04-10 18:21:43.782178 - 6394 granules remaining
Time: 2023-04-10 18:22:43.844957 - 6369 granules remaining
Time: 2023-04-10 18:23:43.902177 - 6335 granules remaining
Time: 2023-04-10 18:24:43.962195 - 6307 granules remaining
Time: 2023-04-10 18:25:44.022177 - 6279 granules remaining
Time: 2023-04-10 18:26:44.082173 - 6254 granules remaining
Time: 2023-04-10 18:27:44.142758 - 6222 granules remaining
Time: 2023-04-10 18:28:44.202186 - 6196 granules remaining
Time: 2023-04-10 18:29:44.263087 - 6173 granules remaining
Time: 2023-04-10 18:30:44.323766 - 6139 granules remaining
Time: 2023-04-10 18:31:44.382172 - 6113 granules remaining
Time: 2023-04-10 18:32:44.442169 - 6084 granules remaining
Time: 2023-04-10 18:33:44.502190 - 6055 granules remaining
Time: 2023-04-10 18:34:44.562586 - 6028 granules remaining
Time: 2023-04-10 18:35:44.622170 - 6000 granules remaining
Time: 2023-04-10 18:36:44.683002 - 5973 granules remaining
Time: 2023-04-10 18:37:44.742338 - 5938 granules remaining
Time: 2023-04-10 18:38:44.802174 - 5911 granules remaining
Time: 2023-04-10 18:39:44.862184 - 5885 granules remaining
Time: 2023-04-10 18:40:44.922876 - 5856 granules remaining
Time: 2023-04-10 18:41:44.982179 - 5828 granules remaining
Time: 2023-04-10 18:42:45.042167 - 5799 granules remaining
Time: 2023-04-10 18:43:45.102187 - 5769 granules remaining
Time: 2023-04-10 18:44:45.162175 - 5740 granules remaining
Time: 2023-04-10 18:45:45.222175 - 5713 granules remaining
Time: 2023-04-10 18:46:45.282182 - 5684 granules remaining
Time: 2023-04-10 18:47:45.342183 - 5656 granules remaining
Time: 2023-04-10 18:48:45.402171 - 5624 granules remaining
Time: 2023-04-10 18:49:45.462175 - 5597 granules remaining
Time: 2023-04-10 18:50:45.522175 - 5568 granules remaining
Time: 2023-04-10 18:51:45.582178 - 5537 granules remaining
Time: 2023-04-10 18:52:45.642214 - 5512 granules remaining
Time: 2023-04-10 18:53:45.702177 - 5485 granules remaining
Time: 2023-04-10 18:54:45.762181 - 5455 granules remaining
Time: 2023-04-10 18:55:45.822183 - 5427 granules remaining
Time: 2023-04-10 18:56:45.882172 - 5402 granules remaining
Time: 2023-04-10 18:57:45.942183 - 5371 granules remaining
Time: 2023-04-10 18:58:46.002170 - 5343 granules remaining
Time: 2023-04-10 18:59:46.062170 - 5315 granules remaining
Time: 2023-04-10 19:00:46.122174 - 5284 granules remaining
Time: 2023-04-10 19:01:46.182180 - 5256 granules remaining
Time: 2023-04-10 19:02:46.242181 - 5229 granules remaining
Time: 2023-04-10 19:03:46.302238 - 5200 granules remaining
Time: 2023-04-10 19:04:46.362192 - 5169 granules remaining
Time: 2023-04-10 19:05:46.422176 - 5144 granules remaining
Time: 2023-04-10 19:06:46.482177 - 5114 granules remaining
Time: 2023-04-10 19:07:46.542168 - 5085 granules remaining
Time: 2023-04-10 19:08:46.602176 - 5057 granules remaining
Time: 2023-04-10 19:09:46.662175 - 5030 granules remaining
Time: 2023-04-10 19:10:46.722175 - 4999 granules remaining
Time: 2023-04-10 19:11:46.782192 - 4971 granules remaining
Time: 2023-04-10 19:12:46.842176 - 4946 granules remaining
Time: 2023-04-10 19:13:46.902184 - 4915 granules remaining
Time: 2023-04-10 19:14:46.962184 - 4888 granules remaining
Time: 2023-04-10 19:15:47.022180 - 4861 granules remaining
Time: 2023-04-10 19:16:47.082172 - 4833 granules remaining
Time: 2023-04-10 19:17:47.142214 - 4800 granules remaining
Time: 2023-04-10 19:18:47.202175 - 4774 granules remaining
Time: 2023-04-10 19:19:47.262174 - 4748 granules remaining
Time: 2023-04-10 19:20:47.322245 - 4716 granules remaining
Time: 2023-04-10 19:21:47.382171 - 4686 granules remaining
Time: 2023-04-10 19:22:47.442168 - 4663 granules remaining
Time: 2023-04-10 19:23:47.502171 - 4632 granules remaining
Time: 2023-04-10 19:24:47.562177 - 4602 granules remaining
Time: 2023-04-10 19:25:47.622181 - 4577 granules remaining
Time: 2023-04-10 19:26:47.682180 - 4549 granules remaining
Time: 2023-04-10 19:27:47.742175 - 4514 granules remaining
Time: 2023-04-10 19:28:47.802171 - 4489 granules remaining
Time: 2023-04-10 19:29:47.863156 - 4465 granules remaining
Time: 2023-04-10 19:30:47.923581 - 4433 granules remaining
Time: 2023-04-10 19:31:47.982172 - 4405 granules remaining
Time: 2023-04-10 19:32:48.042173 - 4379 granules remaining
Time: 2023-04-10 19:33:48.102374 - 4347 granules remaining
Time: 2023-04-10 19:34:48.162178 - 4315 granules remaining
Time: 2023-04-10 19:35:48.222175 - 4288 granules remaining
Time: 2023-04-10 19:36:48.282192 - 4263 granules remaining
Time: 2023-04-10 19:37:48.342171 - 4230 granules remaining
Time: 2023-04-10 19:38:48.402173 - 4198 granules remaining
Time: 2023-04-10 19:39:48.463695 - 4173 granules remaining
Time: 2023-04-10 19:40:48.522178 - 4145 granules remaining
Time: 2023-04-10 19:41:48.582200 - 4114 granules remaining
Time: 2023-04-10 19:42:48.642191 - 4088 granules remaining
Time: 2023-04-10 19:43:48.702172 - 4061 granules remaining
Time: 2023-04-10 19:44:48.762186 - 4028 granules remaining
Time: 2023-04-10 19:45:48.822173 - 3997 granules remaining
Time: 2023-04-10 19:46:48.882178 - 3971 granules remaining
Time: 2023-04-10 19:47:48.942184 - 3940 granules remaining
Time: 2023-04-10 19:48:49.002175 - 3909 granules remaining
Time: 2023-04-10 19:49:49.062190 - 3878 granules remaining
Time: 2023-04-10 19:50:49.122172 - 3852 granules remaining
Time: 2023-04-10 19:51:49.182176 - 3822 granules remaining
Time: 2023-04-10 19:52:49.242170 - 3791 granules remaining
Time: 2023-04-10 19:53:49.302173 - 3764 granules remaining
Time: 2023-04-10 19:54:49.362174 - 3738 granules remaining
Time: 2023-04-10 19:55:49.422178 - 3704 granules remaining
Time: 2023-04-10 19:56:49.482190 - 3676 granules remaining
Time: 2023-04-10 19:57:49.542923 - 3648 granules remaining
Time: 2023-04-10 19:58:49.602175 - 3619 granules remaining
Time: 2023-04-10 19:59:49.663334 - 3589 granules remaining
Time: 2023-04-10 20:00:49.722185 - 3563 granules remaining
Time: 2023-04-10 20:01:49.783620 - 3536 granules remaining
Time: 2023-04-10 20:02:49.843298 - 3507 granules remaining
Time: 2023-04-10 20:03:49.902176 - 3479 granules remaining
Time: 2023-04-10 20:04:49.962186 - 3453 granules remaining
Time: 2023-04-10 20:05:50.022172 - 3423 granules remaining
Time: 2023-04-10 20:06:50.082188 - 3394 granules remaining
Time: 2023-04-10 20:07:50.142180 - 3366 granules remaining
Time: 2023-04-10 20:08:50.202183 - 3340 granules remaining
Time: 2023-04-10 20:09:50.262176 - 3308 granules remaining
Time: 2023-04-10 20:10:50.322169 - 3281 granules remaining
Time: 2023-04-10 20:11:50.382182 - 3256 granules remaining
Time: 2023-04-10 20:12:50.442177 - 3224 granules remaining
Time: 2023-04-10 20:13:50.502178 - 3197 granules remaining
Time: 2023-04-10 20:14:50.562176 - 3173 granules remaining
Time: 2023-04-10 20:15:50.622179 - 3141 granules remaining
Time: 2023-04-10 20:16:50.684112 - 3110 granules remaining
Time: 2023-04-10 20:17:50.742170 - 3083 granules remaining
Time: 2023-04-10 20:18:50.802174 - 3058 granules remaining
Time: 2023-04-10 20:19:50.862184 - 3025 granules remaining
Time: 2023-04-10 20:20:50.922240 - 2999 granules remaining
Time: 2023-04-10 20:21:50.983332 - 2975 granules remaining
Time: 2023-04-10 20:22:51.042174 - 2943 granules remaining
Time: 2023-04-10 20:23:51.102178 - 2919 granules remaining
Time: 2023-04-10 20:24:51.162181 - 2889 granules remaining
Time: 2023-04-10 20:25:51.222174 - 2862 granules remaining
Time: 2023-04-10 20:26:51.282190 - 2829 granules remaining
Time: 2023-04-10 20:27:51.342174 - 2805 granules remaining
Time: 2023-04-10 20:28:51.402179 - 2778 granules remaining
Time: 2023-04-10 20:29:51.462174 - 2746 granules remaining
