nohup: ignoring input
2017304
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-05-20-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-20-01-00' AND key like '%/2017/10/31/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-20-01-00' AND key like '%/2017/10/31/%''. Waiting 15 seconds
Successfully retrieved 5040 objects with key filter %/2017/10/31/%
2023-05-22 14:24:08.588775
Time: 2023-05-22 14:24:08.656718 - 5040 granules remaining
Time: 2023-05-22 14:25:08.716411 - 5000 granules remaining
Time: 2023-05-22 14:26:08.777553 - 4960 granules remaining
Time: 2023-05-22 14:27:08.836412 - 4881 granules remaining
Time: 2023-05-22 14:28:08.896405 - 4840 granules remaining
Time: 2023-05-22 14:29:08.956413 - 4785 granules remaining
Time: 2023-05-22 14:30:09.016403 - 4721 granules remaining
Time: 2023-05-22 14:31:09.076406 - 4696 granules remaining
Time: 2023-05-22 14:32:09.136404 - 4680 granules remaining
Time: 2023-05-22 14:33:09.196417 - 4640 granules remaining
Time: 2023-05-22 14:34:09.256403 - 4605 granules remaining
Time: 2023-05-22 14:35:09.316412 - 4599 granules remaining
Time: 2023-05-22 14:36:09.376412 - 4560 granules remaining
Time: 2023-05-22 14:37:09.436512 - 4523 granules remaining
Time: 2023-05-22 14:38:09.496412 - 4497 granules remaining
Time: 2023-05-22 14:39:09.556404 - 4480 granules remaining
Time: 2023-05-22 14:40:09.616412 - 4441 granules remaining
Time: 2023-05-22 14:41:09.676411 - 4413 granules remaining
Time: 2023-05-22 14:42:09.736407 - 4398 granules remaining
Time: 2023-05-22 14:43:09.796415 - 4361 granules remaining
Time: 2023-05-22 14:44:09.856401 - 4325 granules remaining
Time: 2023-05-22 14:45:09.916407 - 4297 granules remaining
Time: 2023-05-22 14:46:09.976403 - 4279 granules remaining
Time: 2023-05-22 14:47:10.036399 - 4241 granules remaining
Time: 2023-05-22 14:48:10.096403 - 4211 granules remaining
Time: 2023-05-22 14:49:10.156410 - 4190 granules remaining
Time: 2023-05-22 14:50:10.216406 - 4160 granules remaining
Time: 2023-05-22 14:51:10.278345 - 4125 granules remaining
Time: 2023-05-22 14:52:10.336410 - 4098 granules remaining
Time: 2023-05-22 14:53:10.398754 - 4079 granules remaining
Time: 2023-05-22 14:54:10.456411 - 4044 granules remaining
Time: 2023-05-22 14:55:10.516399 - 4013 granules remaining
Time: 2023-05-22 14:56:10.576408 - 3995 granules remaining
Time: 2023-05-22 14:57:10.636400 - 3961 granules remaining
Time: 2023-05-22 14:58:10.696613 - 3926 granules remaining
Time: 2023-05-22 14:59:10.756410 - 3901 granules remaining
Time: 2023-05-22 15:00:10.816403 - 3880 granules remaining
Time: 2023-05-22 15:01:10.876834 - 3844 granules remaining
Time: 2023-05-22 15:02:10.936413 - 3816 granules remaining
Time: 2023-05-22 15:03:10.996401 - 3795 granules remaining
Time: 2023-05-22 15:04:11.056418 - 3762 granules remaining
Time: 2023-05-22 15:05:11.116411 - 3729 granules remaining
Time: 2023-05-22 15:06:11.176403 - 3706 granules remaining
Time: 2023-05-22 15:07:11.236412 - 3682 granules remaining
Time: 2023-05-22 15:08:11.296426 - 3645 granules remaining
Time: 2023-05-22 15:09:11.356444 - 3621 granules remaining
Time: 2023-05-22 15:10:11.416403 - 3597 granules remaining
Time: 2023-05-22 15:11:11.476399 - 3563 granules remaining
Time: 2023-05-22 15:12:11.536402 - 3532 granules remaining
Time: 2023-05-22 15:13:11.596405 - 3509 granules remaining
Time: 2023-05-22 15:14:11.656407 - 3482 granules remaining
Time: 2023-05-22 15:15:11.716402 - 3450 granules remaining
Time: 2023-05-22 15:16:11.776401 - 3425 granules remaining
Time: 2023-05-22 15:17:11.836408 - 3402 granules remaining
Time: 2023-05-22 15:18:11.896404 - 3366 granules remaining
Time: 2023-05-22 15:19:11.956403 - 3340 granules remaining
Time: 2023-05-22 15:20:12.016418 - 3317 granules remaining
Time: 2023-05-22 15:21:12.076403 - 3284 granules remaining
Time: 2023-05-22 15:22:12.136417 - 3257 granules remaining
Time: 2023-05-22 15:23:12.196415 - 3232 granules remaining
Time: 2023-05-22 15:24:12.256434 - 3203 granules remaining
Time: 2023-05-22 15:25:12.316406 - 3169 granules remaining
Time: 2023-05-22 15:26:12.376408 - 3140 granules remaining
Time: 2023-05-22 15:27:12.436410 - 3116 granules remaining
Time: 2023-05-22 15:28:12.496450 - 3085 granules remaining
Time: 2023-05-22 15:29:12.557522 - 3053 granules remaining
Time: 2023-05-22 15:30:12.616401 - 3030 granules remaining
Time: 2023-05-22 15:31:12.676407 - 3002 granules remaining
