nohup: ignoring input
2018120
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-05-07-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-07-01-00' AND key like '%/2018/04/30/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-07-01-00' AND key like '%/2018/04/30/%''. Waiting 15 seconds
Successfully retrieved 7785 objects with key filter %/2018/04/30/%
2023-05-08 19:05:29.790825
Time: 2023-05-08 19:05:29.865746 - 7785 granules remaining
Time: 2023-05-08 19:06:29.930239 - 7745 granules remaining
Time: 2023-05-08 19:07:29.990174 - 7705 granules remaining
Time: 2023-05-08 19:08:30.050172 - 7665 granules remaining
Time: 2023-05-08 19:09:30.110185 - 7626 granules remaining
Time: 2023-05-08 19:10:30.170224 - 7606 granules remaining
Time: 2023-05-08 19:11:30.230209 - 7585 granules remaining
Time: 2023-05-08 19:12:30.290174 - 7545 granules remaining
Time: 2023-05-08 19:13:30.350173 - 7511 granules remaining
Time: 2023-05-08 19:14:30.410189 - 7505 granules remaining
Time: 2023-05-08 19:15:30.470174 - 7465 granules remaining
Time: 2023-05-08 19:16:30.530172 - 7428 granules remaining
Time: 2023-05-08 19:17:30.590175 - 7418 granules remaining
Time: 2023-05-08 19:18:30.650174 - 7385 granules remaining
Time: 2023-05-08 19:19:30.710169 - 7347 granules remaining
Time: 2023-05-08 19:20:30.770172 - 7326 granules remaining
Time: 2023-05-08 19:21:30.830209 - 7305 granules remaining
Time: 2023-05-08 19:22:30.890346 - 7266 granules remaining
Time: 2023-05-08 19:23:30.950171 - 7234 granules remaining
Time: 2023-05-08 19:24:31.010221 - 7225 granules remaining
Time: 2023-05-08 19:25:31.070195 - 7185 granules remaining
Time: 2023-05-08 19:26:31.130178 - 7149 granules remaining
Time: 2023-05-08 19:27:31.190170 - 7136 granules remaining
Time: 2023-05-08 19:28:31.250421 - 7105 granules remaining
Time: 2023-05-08 19:29:31.310194 - 7067 granules remaining
Time: 2023-05-08 19:30:31.370167 - 7043 granules remaining
Time: 2023-05-08 19:31:31.430174 - 7025 granules remaining
Time: 2023-05-08 19:32:31.491604 - 6985 granules remaining
Time: 2023-05-08 19:33:31.550685 - 6955 granules remaining
Time: 2023-05-08 19:34:31.612300 - 6941 granules remaining
Time: 2023-05-08 19:35:31.672045 - 6905 granules remaining
Time: 2023-05-08 19:36:31.730176 - 6872 granules remaining
Time: 2023-05-08 19:37:31.790330 - 6851 granules remaining
