nohup: ignoring input
2018090
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-05-07-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-07-01-00' AND key like '%/2018/03/31/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-07-01-00' AND key like '%/2018/03/31/%''. Waiting 15 seconds
Successfully retrieved 8991 objects with key filter %/2018/03/31/%
2023-05-08 19:07:20.000034
Time: 2023-05-08 19:07:21.882699 - 8991 granules remaining
Time: 2023-05-08 19:08:21.942177 - 8991 granules remaining
Time: 2023-05-08 19:09:22.002173 - 8951 granules remaining
Time: 2023-05-08 19:10:22.062199 - 8911 granules remaining
Time: 2023-05-08 19:11:22.122240 - 8910 granules remaining
Time: 2023-05-08 19:12:22.182213 - 8871 granules remaining
Time: 2023-05-08 19:13:22.242180 - 8831 granules remaining
Time: 2023-05-08 19:14:22.302939 - 8798 granules remaining
Time: 2023-05-08 19:15:22.362168 - 8791 granules remaining
Time: 2023-05-08 19:16:22.422172 - 8751 granules remaining
Time: 2023-05-08 19:17:22.482176 - 8714 granules remaining
Time: 2023-05-08 19:18:22.542189 - 8709 granules remaining
Time: 2023-05-08 19:19:22.604160 - 8671 granules remaining
Time: 2023-05-08 19:20:22.662174 - 8632 granules remaining
Time: 2023-05-08 19:21:22.722207 - 8618 granules remaining
Time: 2023-05-08 19:22:22.782174 - 8591 granules remaining
Time: 2023-05-08 19:23:22.842174 - 8552 granules remaining
Time: 2023-05-08 19:24:22.902183 - 8531 granules remaining
Time: 2023-05-08 19:25:22.962176 - 8511 granules remaining
Time: 2023-05-08 19:26:23.022174 - 8471 granules remaining
Time: 2023-05-08 19:27:23.082181 - 8438 granules remaining
Time: 2023-05-08 19:28:23.142188 - 8428 granules remaining
Time: 2023-05-08 19:29:23.202165 - 8391 granules remaining
Time: 2023-05-08 19:30:23.262190 - 8355 granules remaining
Time: 2023-05-08 19:31:23.323098 - 8340 granules remaining
Time: 2023-05-08 19:32:23.382192 - 8311 granules remaining
Time: 2023-05-08 19:33:23.442174 - 8272 granules remaining
Time: 2023-05-08 19:34:23.502504 - 8252 granules remaining
Time: 2023-05-08 19:35:23.562178 - 8231 granules remaining
Time: 2023-05-08 19:36:23.622169 - 8191 granules remaining
Time: 2023-05-08 19:37:23.682183 - 8162 granules remaining
Time: 2023-05-08 19:38:23.742177 - 8147 granules remaining
Time: 2023-05-08 19:39:23.802171 - 8111 granules remaining
Time: 2023-05-08 19:40:23.862175 - 8074 granules remaining
Time: 2023-05-08 19:41:23.922174 - 8057 granules remaining
Time: 2023-05-08 19:42:23.982173 - 8031 granules remaining
