nohup: ignoring input
2019243
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-04-08-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-08-01-00' AND key like '%/2019/08/31/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-08-01-00' AND key like '%/2019/08/31/%''. Waiting 15 seconds
Successfully retrieved 9046 objects with key filter %/2019/08/31/%
2023-04-10 16:35:45.062751
Time: 2023-04-10 16:35:45.136809 - 9046 granules remaining
Time: 2023-04-10 16:36:45.194178 - 9006 granules remaining
Time: 2023-04-10 16:37:45.257107 - 8966 granules remaining
Time: 2023-04-10 16:38:45.316542 - 8886 granules remaining
Time: 2023-04-10 16:39:45.375711 - 8846 granules remaining
Time: 2023-04-10 16:40:45.434173 - 8773 granules remaining
Time: 2023-04-10 16:41:45.494175 - 8726 granules remaining
Time: 2023-04-10 16:42:45.554172 - 8692 granules remaining
Time: 2023-04-10 16:43:45.614204 - 8681 granules remaining
Time: 2023-04-10 16:44:45.674176 - 8646 granules remaining
Time: 2023-04-10 16:45:45.734172 - 8607 granules remaining
Time: 2023-04-10 16:46:45.794175 - 8579 granules remaining
Time: 2023-04-10 16:47:45.854178 - 8563 granules remaining
Time: 2023-04-10 16:48:45.914179 - 8526 granules remaining
Time: 2023-04-10 16:49:45.974174 - 8487 granules remaining
Time: 2023-04-10 16:50:46.034176 - 8472 granules remaining
Time: 2023-04-10 16:51:46.094172 - 8446 granules remaining
Time: 2023-04-10 16:52:46.154178 - 8406 granules remaining
Time: 2023-04-10 16:53:46.214172 - 8372 granules remaining
Time: 2023-04-10 16:54:46.274173 - 8363 granules remaining
Time: 2023-04-10 16:55:46.334177 - 8326 granules remaining
Time: 2023-04-10 16:56:46.394181 - 8289 granules remaining
Time: 2023-04-10 16:57:46.454187 - 8276 granules remaining
Time: 2023-04-10 16:58:46.516992 - 8246 granules remaining
Time: 2023-04-10 16:59:46.575823 - 8206 granules remaining
Time: 2023-04-10 17:00:46.634181 - 8190 granules remaining
Time: 2023-04-10 17:01:46.694186 - 8165 granules remaining
Time: 2023-04-10 17:02:46.754178 - 8126 granules remaining
Time: 2023-04-10 17:03:46.814183 - 8095 granules remaining
Time: 2023-04-10 17:04:46.874191 - 8081 granules remaining
Time: 2023-04-10 17:05:46.934180 - 8046 granules remaining
Time: 2023-04-10 17:06:46.994170 - 8008 granules remaining
Time: 2023-04-10 17:07:47.054182 - 7989 granules remaining
Time: 2023-04-10 17:08:47.114175 - 7966 granules remaining
Time: 2023-04-10 17:09:47.174165 - 7926 granules remaining
Time: 2023-04-10 17:10:47.234230 - 7896 granules remaining
Time: 2023-04-10 17:11:47.294178 - 7884 granules remaining
Time: 2023-04-10 17:12:47.354175 - 7846 granules remaining
Time: 2023-04-10 17:13:47.414179 - 7808 granules remaining
Time: 2023-04-10 17:14:47.474180 - 7790 granules remaining
Time: 2023-04-10 17:15:47.534173 - 7766 granules remaining
