nohup: ignoring input
2018212
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-04-29-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-29-01-00' AND key like '%/2018/07/31/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-04-29-01-00' AND key like '%/2018/07/31/%''. Waiting 15 seconds
Successfully retrieved 9828 objects with key filter %/2018/07/31/%
2023-05-01 14:51:03.029301
Time: 2023-05-01 14:51:06.296673 - 9828 granules remaining
Time: 2023-05-01 14:52:06.354177 - 9828 granules remaining
Time: 2023-05-01 14:53:06.414176 - 9788 granules remaining
Time: 2023-05-01 14:54:06.474180 - 9748 granules remaining
Time: 2023-05-01 14:55:06.534175 - 9748 granules remaining
Time: 2023-05-01 14:56:06.595152 - 9708 granules remaining
Time: 2023-05-01 14:57:06.654182 - 9668 granules remaining
Time: 2023-05-01 14:58:06.714177 - 9665 granules remaining
Time: 2023-05-01 14:59:06.774181 - 9628 granules remaining
Time: 2023-05-01 15:00:06.834170 - 9588 granules remaining
Time: 2023-05-01 15:01:06.894187 - 9560 granules remaining
Time: 2023-05-01 15:02:06.954176 - 9548 granules remaining
Time: 2023-05-01 15:03:07.014217 - 9508 granules remaining
Time: 2023-05-01 15:04:07.074184 - 9470 granules remaining
Time: 2023-05-01 15:05:07.134167 - 9466 granules remaining
Time: 2023-05-01 15:06:07.194171 - 9428 granules remaining
Time: 2023-05-01 15:07:07.254181 - 9388 granules remaining
Time: 2023-05-01 15:08:07.314190 - 9372 granules remaining
Time: 2023-05-01 15:09:07.374186 - 9348 granules remaining
Time: 2023-05-01 15:10:07.434177 - 9308 granules remaining
Time: 2023-05-01 15:11:07.494179 - 9283 granules remaining
Time: 2023-05-01 15:12:07.554173 - 9268 granules remaining
Time: 2023-05-01 15:13:07.614175 - 9228 granules remaining
Time: 2023-05-01 15:14:07.674170 - 9192 granules remaining
Time: 2023-05-01 15:15:07.734171 - 9183 granules remaining
Time: 2023-05-01 15:16:07.794168 - 9148 granules remaining
Time: 2023-05-01 15:17:07.854183 - 9108 granules remaining
Time: 2023-05-01 15:18:07.914173 - 9082 granules remaining
Time: 2023-05-01 15:19:07.974169 - 9068 granules remaining
Time: 2023-05-01 15:20:08.034192 - 9028 granules remaining
Time: 2023-05-01 15:21:08.094182 - 8990 granules remaining
Time: 2023-05-01 15:22:08.154178 - 8978 granules remaining
Time: 2023-05-01 15:23:08.214187 - 8948 granules remaining
Time: 2023-05-01 15:24:08.275264 - 8908 granules remaining
Time: 2023-05-01 15:25:08.334179 - 8887 granules remaining
Time: 2023-05-01 15:26:08.394178 - 8868 granules remaining
Time: 2023-05-01 15:27:08.456044 - 8828 granules remaining
Time: 2023-05-01 15:28:08.514172 - 8794 granules remaining
Time: 2023-05-01 15:29:08.574174 - 8774 granules remaining
Time: 2023-05-01 15:30:08.634176 - 8748 granules remaining
Time: 2023-05-01 15:31:08.697806 - 8710 granules remaining
Time: 2023-05-01 15:32:08.754176 - 8686 granules remaining
Time: 2023-05-01 15:33:08.814172 - 8668 granules remaining
Time: 2023-05-01 15:34:08.874467 - 8628 granules remaining
Time: 2023-05-01 15:35:08.934169 - 8600 granules remaining
Time: 2023-05-01 15:36:08.994199 - 8583 granules remaining
Time: 2023-05-01 15:37:09.054177 - 8548 granules remaining
Time: 2023-05-01 15:38:09.114169 - 8513 granules remaining
Time: 2023-05-01 15:39:09.174200 - 8495 granules remaining
Time: 2023-05-01 15:40:09.234170 - 8468 granules remaining
Time: 2023-05-01 15:41:09.294200 - 8428 granules remaining
Time: 2023-05-01 15:42:09.354208 - 8400 granules remaining
Time: 2023-05-01 15:43:09.414173 - 8381 granules remaining
Time: 2023-05-01 15:44:09.474185 - 8348 granules remaining
Time: 2023-05-01 15:45:09.534182 - 8312 granules remaining
Time: 2023-05-01 15:46:09.594181 - 8295 granules remaining
Time: 2023-05-01 15:47:09.654174 - 8268 granules remaining
Time: 2023-05-01 15:48:09.714179 - 8229 granules remaining
Time: 2023-05-01 15:49:09.774171 - 8200 granules remaining
Time: 2023-05-01 15:50:09.834176 - 8180 granules remaining
Time: 2023-05-01 15:51:09.894174 - 8148 granules remaining
Time: 2023-05-01 15:52:09.954173 - 8112 granules remaining
Time: 2023-05-01 15:53:10.014171 - 8089 granules remaining
Time: 2023-05-01 15:54:10.074171 - 8066 granules remaining
Time: 2023-05-01 15:55:10.134174 - 8029 granules remaining
Time: 2023-05-01 15:56:10.194171 - 7997 granules remaining
Time: 2023-05-01 15:57:10.254180 - 7977 granules remaining
Time: 2023-05-01 15:58:10.314169 - 7946 granules remaining
Time: 2023-05-01 15:59:10.374168 - 7910 granules remaining
Time: 2023-05-01 16:00:10.434170 - 7880 granules remaining
Time: 2023-05-01 16:01:10.494181 - 7862 granules remaining
