nohup: ignoring input
2018059
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'MSCK REPAIR TABLE transfer_staging'. Waiting 15 seconds
Query state is currently QUEUED for Query: 'SELECT * FROM "transfer_staging$partitions" ORDER BY dt DESC'. Waiting 15 seconds
Successfully found partition for 2023-05-13-01-00
Query state is currently QUEUED for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-13-01-00' AND key like '%/2018/02/28/%''. Waiting 15 seconds
Query state is currently RUNNING for Query: 'SELECT key FROM transfer_staging WHERE dt='2023-05-13-01-00' AND key like '%/2018/02/28/%''. Waiting 15 seconds
Successfully retrieved 8100 objects with key filter %/2018/02/28/%
2023-05-15 14:21:33.941797
Time: 2023-05-15 14:21:36.062816 - 8100 granules remaining
Time: 2023-05-15 14:22:36.120403 - 8099 granules remaining
Time: 2023-05-15 14:23:36.180401 - 8060 granules remaining
Time: 2023-05-15 14:24:36.240405 - 8020 granules remaining
Time: 2023-05-15 14:25:36.300404 - 7980 granules remaining
Time: 2023-05-15 14:26:36.361595 - 7940 granules remaining
Time: 2023-05-15 14:27:36.420404 - 7904 granules remaining
Time: 2023-05-15 14:28:36.480413 - 7900 granules remaining
Time: 2023-05-15 14:29:36.540406 - 7860 granules remaining
Time: 2023-05-15 14:30:36.600404 - 7820 granules remaining
Time: 2023-05-15 14:31:36.660405 - 7812 granules remaining
Time: 2023-05-15 14:32:36.720410 - 7780 granules remaining
Time: 2023-05-15 14:33:36.780437 - 7740 granules remaining
Time: 2023-05-15 14:34:36.840405 - 7715 granules remaining
Time: 2023-05-15 14:35:36.900393 - 7700 granules remaining
Time: 2023-05-15 14:36:36.960410 - 7660 granules remaining
Time: 2023-05-15 14:37:37.022257 - 7625 granules remaining
Time: 2023-05-15 14:38:37.083404 - 7616 granules remaining
Time: 2023-05-15 14:39:37.140408 - 7580 granules remaining
Time: 2023-05-15 14:40:37.200401 - 7541 granules remaining
Time: 2023-05-15 14:41:37.260400 - 7523 granules remaining
Time: 2023-05-15 14:42:37.320414 - 7500 granules remaining
Time: 2023-05-15 14:43:37.380407 - 7460 granules remaining
Time: 2023-05-15 14:44:37.440404 - 7431 granules remaining
Time: 2023-05-15 14:45:37.500402 - 7418 granules remaining
Time: 2023-05-15 14:46:37.560447 - 7380 granules remaining
Time: 2023-05-15 14:47:37.620420 - 7340 granules remaining
Time: 2023-05-15 14:48:37.680521 - 7327 granules remaining
Time: 2023-05-15 14:49:37.740402 - 7300 granules remaining
Time: 2023-05-15 14:50:37.800403 - 7260 granules remaining
Time: 2023-05-15 14:51:37.860425 - 7231 granules remaining
Time: 2023-05-15 14:52:37.920397 - 7219 granules remaining
Time: 2023-05-15 14:53:37.980391 - 7180 granules remaining
Time: 2023-05-15 14:54:38.040401 - 7141 granules remaining
Time: 2023-05-15 14:55:38.100402 - 7125 granules remaining
Time: 2023-05-15 14:56:38.160411 - 7100 granules remaining
Time: 2023-05-15 14:57:38.220401 - 7060 granules remaining
Time: 2023-05-15 14:58:38.280401 - 7031 granules remaining
Time: 2023-05-15 14:59:38.340399 - 7015 granules remaining
Time: 2023-05-15 15:00:38.400409 - 6980 granules remaining
Time: 2023-05-15 15:01:38.460688 - 6945 granules remaining
Time: 2023-05-15 15:02:38.520410 - 6930 granules remaining
Time: 2023-05-15 15:03:38.580399 - 6900 granules remaining
Time: 2023-05-15 15:04:38.640405 - 6864 granules remaining
Time: 2023-05-15 15:05:38.700394 - 6845 granules remaining
Time: 2023-05-15 15:06:38.760407 - 6819 granules remaining
Time: 2023-05-15 15:07:38.821889 - 6780 granules remaining
Time: 2023-05-15 15:08:38.880412 - 6754 granules remaining
Time: 2023-05-15 15:09:38.940397 - 6733 granules remaining
Time: 2023-05-15 15:10:39.000566 - 6700 granules remaining
Time: 2023-05-15 15:11:39.060410 - 6665 granules remaining
Time: 2023-05-15 15:12:39.120406 - 6644 granules remaining
Time: 2023-05-15 15:13:39.180406 - 6620 granules remaining
Time: 2023-05-15 15:14:39.240405 - 6581 granules remaining
Time: 2023-05-15 15:15:39.300422 - 6559 granules remaining
Time: 2023-05-15 15:16:39.361058 - 6535 granules remaining
Time: 2023-05-15 15:17:39.420414 - 6500 granules remaining
Time: 2023-05-15 15:18:39.482384 - 6474 granules remaining
Time: 2023-05-15 15:19:39.540449 - 6448 granules remaining
Time: 2023-05-15 15:20:39.600398 - 6419 granules remaining
Time: 2023-05-15 15:21:39.660403 - 6383 granules remaining
Time: 2023-05-15 15:22:39.721245 - 6362 granules remaining
Time: 2023-05-15 15:23:39.780405 - 6335 granules remaining
Time: 2023-05-15 15:24:39.840412 - 6302 granules remaining
Time: 2023-05-15 15:25:39.900403 - 6276 granules remaining
Time: 2023-05-15 15:26:39.960401 - 6249 granules remaining
Time: 2023-05-15 15:27:40.020402 - 6222 granules remaining
Time: 2023-05-15 15:28:40.080415 - 6191 granules remaining
Time: 2023-05-15 15:29:40.140407 - 6161 granules remaining
Time: 2023-05-15 15:30:40.200420 - 6139 granules remaining
Time: 2023-05-15 15:31:40.260411 - 6106 granules remaining
Time: 2023-05-15 15:32:40.320404 - 6081 granules remaining
Time: 2023-05-15 15:33:40.380396 - 6055 granules remaining
Time: 2023-05-15 15:34:40.440914 - 6021 granules remaining
Time: 2023-05-15 15:35:40.500407 - 5993 granules remaining
Time: 2023-05-15 15:36:40.561904 - 5964 granules remaining
Time: 2023-05-15 15:37:40.620748 - 5939 granules remaining
Time: 2023-05-15 15:38:40.680402 - 5905 granules remaining
Time: 2023-05-15 15:39:40.740404 - 5877 granules remaining
Time: 2023-05-15 15:40:40.800399 - 5855 granules remaining
Time: 2023-05-15 15:41:40.860400 - 5823 granules remaining
Time: 2023-05-15 15:42:40.920403 - 5795 granules remaining
Time: 2023-05-15 15:43:40.980578 - 5767 granules remaining
Time: 2023-05-15 15:44:41.040404 - 5741 granules remaining
Time: 2023-05-15 15:45:41.100414 - 5708 granules remaining
Time: 2023-05-15 15:46:41.160407 - 5683 granules remaining
Time: 2023-05-15 15:47:41.220409 - 5656 granules remaining
Time: 2023-05-15 15:48:41.280426 - 5624 granules remaining
Time: 2023-05-15 15:49:41.340394 - 5595 granules remaining
Time: 2023-05-15 15:50:41.400400 - 5571 granules remaining
Time: 2023-05-15 15:51:41.460402 - 5542 granules remaining
Time: 2023-05-15 15:52:41.520400 - 5510 granules remaining
Time: 2023-05-15 15:53:41.580408 - 5487 granules remaining
Time: 2023-05-15 15:54:41.640404 - 5460 granules remaining
Time: 2023-05-15 15:55:41.700399 - 5428 granules remaining
Time: 2023-05-15 15:56:41.760406 - 5402 granules remaining
Time: 2023-05-15 15:57:41.820404 - 5375 granules remaining
Time: 2023-05-15 15:58:41.880402 - 5344 granules remaining
Time: 2023-05-15 15:59:41.940409 - 5312 granules remaining
Time: 2023-05-15 16:00:42.002228 - 5292 granules remaining
Time: 2023-05-15 16:01:42.060408 - 5262 granules remaining
Time: 2023-05-15 16:02:42.120409 - 5229 granules remaining
Time: 2023-05-15 16:03:42.180410 - 5202 granules remaining
Time: 2023-05-15 16:04:42.240402 - 5179 granules remaining
Time: 2023-05-15 16:05:42.300406 - 5144 granules remaining
Time: 2023-05-15 16:06:42.360404 - 5114 granules remaining
Time: 2023-05-15 16:07:42.420409 - 5097 granules remaining
Time: 2023-05-15 16:08:42.480416 - 5064 granules remaining
Time: 2023-05-15 16:09:42.541196 - 5033 granules remaining
Time: 2023-05-15 16:10:42.600406 - 5011 granules remaining
Time: 2023-05-15 16:11:42.660416 - 4982 granules remaining
Time: 2023-05-15 16:12:42.720403 - 4948 granules remaining
Time: 2023-05-15 16:13:42.780399 - 4922 granules remaining
Time: 2023-05-15 16:14:42.841701 - 4902 granules remaining
Time: 2023-05-15 16:15:42.900396 - 4868 granules remaining
Time: 2023-05-15 16:16:42.960424 - 4838 granules remaining
Time: 2023-05-15 16:17:43.020409 - 4819 granules remaining
Time: 2023-05-15 16:18:43.080429 - 4787 granules remaining
Time: 2023-05-15 16:19:43.142181 - 4757 granules remaining
Time: 2023-05-15 16:20:43.202063 - 4733 granules remaining
Time: 2023-05-15 16:21:43.260674 - 4707 granules remaining
Time: 2023-05-15 16:22:43.320411 - 4673 granules remaining
Time: 2023-05-15 16:23:43.380404 - 4650 granules remaining
Time: 2023-05-15 16:24:43.440396 - 4624 granules remaining
Time: 2023-05-15 16:25:43.500409 - 4589 granules remaining
Time: 2023-05-15 16:26:43.560423 - 4566 granules remaining
Time: 2023-05-15 16:27:43.620409 - 4534 granules remaining
Time: 2023-05-15 16:28:43.680545 - 4507 granules remaining
Time: 2023-05-15 16:29:43.740419 - 4481 granules remaining
Time: 2023-05-15 16:30:43.800409 - 4454 granules remaining
Time: 2023-05-15 16:31:43.860407 - 4425 granules remaining
Time: 2023-05-15 16:32:43.920400 - 4394 granules remaining
Time: 2023-05-15 16:33:43.980395 - 4370 granules remaining
Time: 2023-05-15 16:34:44.040400 - 4341 granules remaining
Time: 2023-05-15 16:35:44.100422 - 4310 granules remaining
Time: 2023-05-15 16:36:44.160406 - 4286 granules remaining
Time: 2023-05-15 16:37:44.220410 - 4256 granules remaining
Time: 2023-05-15 16:38:44.280477 - 4227 granules remaining
Time: 2023-05-15 16:39:44.340398 - 4196 granules remaining
Time: 2023-05-15 16:40:44.400412 - 4173 granules remaining
Time: 2023-05-15 16:41:44.460401 - 4146 granules remaining
Time: 2023-05-15 16:42:44.524396 - 4115 granules remaining
Time: 2023-05-15 16:43:44.584400 - 4093 granules remaining
Time: 2023-05-15 16:44:44.644403 - 4062 granules remaining
Time: 2023-05-15 16:45:44.704402 - 4033 granules remaining
Time: 2023-05-15 16:46:44.768398 - 4003 granules remaining
Time: 2023-05-15 16:47:44.828402 - 3975 granules remaining
Time: 2023-05-15 16:48:44.888399 - 3948 granules remaining
Time: 2023-05-15 16:49:44.948404 - 3919 granules remaining
Time: 2023-05-15 16:50:45.008653 - 3895 granules remaining
Time: 2023-05-15 16:51:45.068447 - 3866 granules remaining
Time: 2023-05-15 16:52:45.128395 - 3835 granules remaining
Time: 2023-05-15 16:53:45.189611 - 3807 granules remaining
Time: 2023-05-15 16:54:45.248426 - 3778 granules remaining
Time: 2023-05-15 16:55:45.309495 - 3749 granules remaining
Time: 2023-05-15 16:56:45.368416 - 3726 granules remaining
Time: 2023-05-15 16:57:45.428438 - 3700 granules remaining
Time: 2023-05-15 16:58:45.488404 - 3670 granules remaining
Time: 2023-05-15 16:59:45.548417 - 3645 granules remaining
Time: 2023-05-15 17:00:45.608423 - 3616 granules remaining
Time: 2023-05-15 17:01:45.669822 - 3588 granules remaining
Time: 2023-05-15 17:02:45.728961 - 3561 granules remaining
